CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
6059001403,California,Orange County,1,3239,1064,0,23.0,0.7100957085520223,0,0,0,0,0,0,6.0983397190293696,110313.0,0,1,0,1,0,0,0,0,,2856.38997564511,,,561.921623427712,,2856.38997564511,88.1874027676787,561.921623427712,17.3486144929828,622.089562995767,19.2062230007955,553.963558279211,17.1029193664468,2239.4229940034,69.139332942371,19.6278386593622,0.605984521746285,193.101944797847,5.96177662234785,5.43552659032866,0.167814961109252,24.2852633222938,0.749776576792027,374.516396318853,11.5627167742777,860.729245909839,26.5739192932954,9.10019150585867,0.8552811565656651,8.28225682995617,0.778407596800392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.0,715.0,599.0,2517.0,22.0,219.0,6.0,25.0,450.0,1025.0,10.0,9.0
6059001404,California,Orange County,1,3972,1000,0,5.0,0.12588116817724068,0,0,0,0,0,1,15.976631953263901,57176.0,0,0,0,0,0,0,0,0,,311.550123304129,,,167.109267769381,,311.550123304129,7.84365869345742,167.109267769381,4.20718196801061,79.6204452514648,2.00454293180929,27.8338658213615,0.700751908896313,198.677891731262,5.00196102042453,9.65116226673126,0.242979916080847,40.2264689207077,1.01275097987683,0.0,0.0,0.218041859567165,0.00548947279877053,62.7765572965145,1.5804772733261498,157.71709728241,3.9707224894866497,0.0,0.0,19.5259659329895,1.9525965932989502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2163.0,1276.0,278.0,2247.0,47.0,135.0,10.0,41.0,1492.0,3050.0,12.0,210.0
6059001501,California,Orange County,1,6373,2407,0,9.0,0.14122077514514358,0,0,0,0,0,0,7.3982939632545905,112708.0,1,1,1,1,1,0,0,0,604.321112632751,6082.94607201219,604.321112632751,43.3205093741417,852.591547406395,43.3205093741417,6082.94607201219,95.4487066061853,852.591547406395,13.3781821341032,1273.79291118495,19.987335810214198,1310.31006952969,20.5603337443855,4347.23603754677,68.2133381068064,46.0033866390586,0.721848213385511,1154.14180260152,18.1098666656444,6.46736914664507,0.101480764893222,20.000000141561,0.313823946988248,509.097472574562,7.9883488557125695,1181.164025262,18.5338776912286,48.2114544268698,2.0029686093423202,68.6948455836391,2.85396117921226,604.321112632751,9.4825217736192,43.3205093741417,0.679750657055416,121.725380599499,1.91001695589987,124.983561754227,1.96114171903698,463.237426757813,7.26874983144222,2.3062512204051,0.036187842780560205,101.655744075775,1.59510033070414,0.0,0.0,1.09133815765381,0.0171244022854826,36.0303508639336,0.5653593419729099,92.7407257556915,1.45521301986022,0.0,0.0,6.26387854665518,0.260235918016418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.0,1325.0,1349.0,4590.0,48.0,1160.0,7.0,23.0,545.0,1259.0,48.0,70.0
6059001503,California,Orange County,1,5099,1744,0,29.0,0.5687389684251815,0,0,0,0,0,0,12.3713342396582,91758.0,0,1,0,1,0,0,0,0,,2399.43202472478,,,490.735565613955,,2399.43202472478,47.056913605114396,490.735565613955,9.62415308126996,562.916776634753,11.0397485121544,367.98303715419,7.21676872238067,1864.0441999808,36.557054324000696,19.1931210095063,0.376409511855389,182.099206998479,3.5712729358399398,2.80450200522318,0.0550010199102409,17.3189053526148,0.33965297808619,313.972060718574,6.15752227335897,615.092146519572,12.0629956171714,34.6768421726301,1.9883510420086101,38.7316690124571,2.2208525809895097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.0,1256.0,609.0,3707.0,64.0,383.0,9.0,43.0,893.0,1686.0,89.0,79.0
6059001504,California,Orange County,1,4605,1713,0,0.0,0.0,0,0,0,0,0,0,4.6573519627411795,93517.0,0,0,0,0,0,0,0,0,,96.7278738021851,,,14.5455449819565,,96.7278738021851,2.10049671665983,14.5455449819565,0.315864168989283,21.3802289962769,0.46428293151524097,14.9050547480583,0.32367111287857403,76.8960602283478,1.66983844144078,0.61158774793148,0.013280950009369798,7.39656734466553,0.160620354933019,0.0624506399035454,0.00135614853210739,0.597676709294319,0.0129788644797898,11.1635315418243,0.24242196616339498,21.5180897712708,0.46727665084192704,2.74938878417015,0.160501388451264,0.579205203801394,0.0338123294688496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.0,1072.0,462.0,2826.0,82.0,645.0,23.0,38.0,991.0,1833.0,85.0,25.0
6059001505,California,Orange County,1,6876,2409,0,8.0,0.11634671320535195,0,0,0,0,0,0,6.583956012970529,123984.0,0,1,0,1,0,0,0,0,,5152.33230508771,,,783.961865764344,,5152.33230508771,74.9321161298387,783.961865764344,11.4014232950021,1162.5814736567,16.9078166616739,724.539088982157,10.5372176989843,3632.7619519867,52.8324891213889,62.79819579795,0.9132954595397039,947.400255842134,13.778363232142702,13.3964730203152,0.194829450557231,9.7981771659106,0.142498213582179,486.177305469872,7.07064144080674,1101.60533337388,16.0210199734421,23.2852367431042,0.966593472108932,54.1828736246971,2.24918528952665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.0,1558.0,895.0,4784.0,104.0,1281.0,17.0,23.0,667.0,1429.0,27.0,73.0
6059001506,California,Orange County,1,4109,1583,0,9.0,0.21903139449987835,0,0,0,0,0,0,7.74352651048089,94493.0,0,1,0,1,0,0,0,0,23.7040587116499,1118.40976629761,23.7040587116499,3.2621573911747,161.972819850482,3.2621573911747,1118.40976629761,27.2185389704943,161.972819850482,3.9419036225476196,246.545622186619,6.00013682615281,143.919059909676,3.50253248745866,795.659711139742,19.3638284531453,8.76509594000527,0.21331457629606398,212.948876524824,5.1824988202683,0.81161330640316,0.0197520882551268,5.33817844955047,0.129914296654915,94.8862950498369,2.3092308359658498,170.099584205978,4.13968323694277,15.3738725836556,0.9711858865227799,20.8461241528048,1.31687455166171,23.7040587116499,0.576881448324406,3.2621573911747,0.0793905424963421,4.62220710515976,0.112489829767821,3.20197588205338,0.0779259158445699,15.5967209339142,0.379574615086741,0.580558201880194,0.014128941394017899,5.2935893535614,0.12882913978002902,0.0258223861455917,0.000628434805198144,0.0774671584367752,0.00188530441559443,2.12990132218692,0.051835028527304094,3.65342214948032,0.0889126831219353,0.252156149945222,0.0159290050502351,0.454165953728079,0.0286902055418875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,873.0,770.0,2916.0,35.0,700.0,2.0,16.0,440.0,793.0,160.0,85.0
6059001507,California,Orange County,1,4665,1902,0,5.0,0.10718113612004287,0,0,0,0,0,0,6.19923044035913,87214.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.0,987.0,451.0,2976.0,98.0,922.0,8.0,23.0,638.0,1194.0,92.0,41.0
6059001601,California,Orange County,1,7989,2842,0,319.0,3.9929903617474025,0,0,0,0,1,0,7.7296537626165795,121528.0,0,1,0,1,0,0,0,1,19.4112186431885,6200.39075661078,19.4112186431885,3.02024841308594,1338.62648876831,3.02024841308594,6200.39075661078,77.611600408196,1338.62648876831,16.7558704314471,1482.87924177526,18.5615126020185,1348.68093208643,16.88172402161,4115.04307940882,51.508863179482,109.405524311354,1.36945205046131,1010.42695857841,12.647727607690602,9.49893395742401,0.11890016219081301,25.0066225273767,0.313013174707432,931.009655670001,11.6536444570034,1569.84210270323,19.6500450957971,148.039503587759,5.2089902740239005,122.468638829218,4.30924133811462,19.4112186431885,0.24297432273361502,3.02024841308594,0.037805087158417,1.23592031002045,0.015470275504073698,12.2138004302979,0.15288271911751,15.4126529693604,0.19292343183577898,0.727011919021606,0.009100161710121499,2.1083345413208,0.0263904686609188,0.0,0.0,0.145402386784554,0.0018200323793284999,1.01781666278839,0.012740226095736499,2.68994426727295,0.0336706004164845,0.108111694455147,0.00380407088160263,0.20004166662693,0.00703876377997643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.0,1810.0,1921.0,5419.0,127.0,1295.0,13.0,30.0,1105.0,1862.0,239.0,163.0
6059001602,California,Orange County,1,4687,1829,0,18.0,0.3840409643695327,0,0,0,0,0,0,4.85847063793832,155132.0,0,1,0,1,0,0,0,0,,3498.30940277874,,,467.531023482559,,3498.30940277874,74.6385620392307,467.531023482559,9.975059173939819,655.091090110131,13.9767674442102,769.765128334984,16.423407901322502,2502.51764154062,53.3927382449459,42.1113856288139,0.898472063768165,685.136905086227,14.6178132085818,5.50106432056054,0.117368558151494,9.31938766594976,0.198834812586938,253.723042315803,5.413335658540721,450.438762340695,9.61038537104106,77.8110580448119,4.25429513640306,7.14196346039535,0.390484606910626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.0,920.0,957.0,3227.0,50.0,1055.0,8.0,13.0,334.0,575.0,87.0,9.0
6059001704,California,Orange County,1,7451,2311,0,5.0,0.06710508656556168,0,0,0,0,0,0,10.8695652173913,131875.0,1,1,1,1,1,0,0,0,1320.26892115688,4825.16067536501,1320.26892115688,155.914552866954,728.76370748366,155.914552866954,4825.16067536501,64.7585649626226,728.76370748366,9.78075033530614,1296.16018321062,17.3957882594366,619.559447530541,8.3151180718097,1541.9486441316,20.694519448820202,51.4483117500204,0.690488682727424,2930.49003704623,39.3301575231006,7.80863537551522,0.10479983056657101,3.12796398997307,0.0419804588642205,290.33710500216,3.8966193128729003,455.027641260822,6.10693385130616,19.1321561744371,0.827873482234406,24.0185558961057,1.0393144048509602,1320.26892115688,17.7193520488106,155.914552866954,2.09253191339356,285.235914351651,3.82815614483494,275.468923082808,3.6970731859187795,708.102172701794,9.50345151928324,13.2942531295121,0.178422401416079,518.862406948436,6.96366134677809,1.6899639689891,0.0226810356863388,2.92695912718773,0.0392827691207587,75.3931735874139,1.01185308800717,159.805072803691,2.14474664882151,10.7985113222785,0.46726574306700597,7.38897376782188,0.319730582770311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268.0,2112.0,734.0,1838.0,85.0,5098.0,8.0,7.0,415.0,640.0,39.0,41.0
6059001705,California,Orange County,1,4343,1468,0,12.0,0.2763067004374856,0,0,0,0,0,0,10.092188258127099,97337.0,0,1,0,1,0,0,0,0,,1260.39782140031,,,234.265245636459,,1260.39782140031,29.021363605809704,234.265245636459,5.3940880874156,309.841511446517,7.13427380719588,221.860269348137,5.10845658181297,730.776704046875,16.8265416543144,24.2143369228579,0.557548628203037,238.794500605203,5.49837671207007,4.49203105643392,0.103431523288831,7.61058235168457,0.17523790816681,254.509652857902,5.86022686755472,467.579612658359,10.7662816637891,19.746079380333,1.3451007752270399,25.5143162193999,1.73803244001362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.0,1040.0,561.0,2446.0,102.0,852.0,11.0,32.0,900.0,1734.0,57.0,80.0
6059001706,California,Orange County,1,3869,1386,0,187.0,4.8332902558800726,0,0,0,0,1,0,7.00189240335226,189306.0,1,1,1,1,1,0,0,1,1057.98310849071,3638.20944059733,1057.98310849071,181.743395539932,461.954027322121,181.743395539932,3638.20944059733,94.034878278556,461.954027322121,11.9398818124094,667.637171296403,17.2560654250815,990.795203194255,25.608560434072196,2403.60123144416,62.1246118233177,56.9062275473261,1.47082521445661,929.50572983746,24.0244437797224,7.60677822097205,0.196608379968262,5.96467168960953,0.154165719555687,234.624810928595,6.06422359598334,355.845205678721,9.19734312945777,127.460438678187,9.19627984691101,0.0,0.0,1057.98310849071,27.345130744138203,181.743395539932,4.697425576116101,186.213018426672,4.8129495587147,295.169923812151,7.629101158236,630.358066938818,16.2925320997368,18.8037834726274,0.486011462202828,358.044893797487,9.25419730673267,0.988263123901561,0.025543115117641797,1.57044689171016,0.040590511545881704,48.2176678404212,1.24625659964904,78.6759749138728,2.0334963792678398,16.1028938628733,1.1618249540312602,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0,717.0,1040.0,2593.0,59.0,949.0,8.0,6.0,254.0,386.0,119.0,0.0
6059001707,California,Orange County,1,7482,2511,0,0.0,0.0,0,0,0,0,0,0,5.28071150639244,152054.0,1,1,1,1,1,0,0,0,3742.60440623667,5475.6610205723,3742.60440623667,697.272031802218,878.76359608653,697.272031802218,5475.6610205723,73.1844563027573,878.76359608653,11.7450360343027,1152.66989736864,15.4059061396504,676.433496006415,9.04081122703041,1256.01014825469,16.787090995117502,69.2498521494854,0.9255526884454071,3894.9074309906,52.057035966193496,4.51919691162038,0.0604009210320821,9.95016740324536,0.132988070078126,241.024249570357,3.2213879921191797,429.604190275946,5.74183627741174,37.0890598885017,1.4770633169455099,77.1137354077509,3.07103685415177,3742.60440623667,50.021443547669996,697.272031802218,9.31932680836967,803.045686602127,10.733035105615201,458.247466822737,6.12466542131431,876.515417719726,11.7149882079621,57.0230799910205,0.7621368616816431,2625.5065379804,35.0909721729538,2.31063686070411,0.0308826097394294,4.41590526636537,0.059020385810817595,176.832845171593,2.36344353343482,290.753902652243,3.88604521053519,23.8191897468059,0.948593777252327,52.6391371366772,2.09634158250407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.0,1587.0,893.0,2034.0,149.0,4814.0,10.0,18.0,457.0,816.0,64.0,104.0
